content,id,trans_eng
"@xlhomeid dear xlhome tolong check DM, thx.",1268169067459825665,"@xlhomeid dear xlhome please check dm, thx."
"@ubilunak  Hi Ubi, cek area kamu saat ini masih belum tercover jaringan XLHome Fiber. Informasi lebih lanjut apakah area kamu sudah ter-cover atau belum, silakan cek disini https://t.co/0QqojBNA5H #Thanks ^AdI :)",1268115742894911489,"@ubilunak hi ubi, check your area at this time still not covered by the Xlhome Fiber network. For further information whether your area has been covered or not, please check here https://t.co/0qqojbna5h #thanks ^adi :)"
@iqanteri Makanya pake xlhome WKWKWKKWKW,1268114054670761985,@iqanteri so use xlhome wkwkwkkwkw
@Angg_gre @deaynh @rindaamr @IndiHome Bujuran ak masang xlhome ni. Asli kdd gangguan sama skali dan juga kwa akses netflix.,1268111453099188226,@Angg_gre @deaynh @rindaamr @IndiHome Bujuran Ak Masang Xlhome Ni. Original KDD Disorders with Skali and also Netflix Access Kwa.
"@Angg_gre @deaynh @rindaamr @IndiHome Sama aku lwn angg, xlhome mulus bgt gak ada gangguan hehe",1268108582832058370,"@Angg_gre @deaynh @rindaamr @IndiHome with me lwn angg, xlhome is so smooth there is no disturbance hehe"
"@merdhas  HI Merdha, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1268049242855071745,"@merdhas Hi Merdha, can we help you about Xlhome? #Thanks ^adi :)"
@xlhomeid XLHome aman 👍,1268048055481188353,@xlhomeid xlhome safe 👍
"@banjarbase Jauh sii bagusan xlhome, mana murah",1268036235877953536,"@banjarbase far sii bagusan xlhome, which is cheap"
@collegemenfess XLHOME,1268007549044834305,@collegemenFess xlhome
@hilihbacod Gw pake xlhome kir,1267987830053036033,@hilihbacod I use xlhome kir
"@RamaIvander Gaada, satunya cmn xlhome sama aja",1267985344877625344,"@Ramaivander no, the other cmn xlhome is the same"
@vici_rianjani @triindonesia xlhome 😂,1267873089464852480,@vici_rianjani @triindonesia xlhome 😂
"@pinecooper  Hi Safina, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1267829195691814912,"@pinecooper hi safina, related to xlhome fiber service can be delivered via dm huh :) #thanks ^Dian"
"@xlhomeid saya sangat kecewa dengan layanan xlhome, kecepatan internet sering drop, tidak stabil apalagi habis hujan, saya berhenti langganan xlhome",1267816567393275906,"@xlhomeid I am very disappointed with XLHOME service, internet speed is often dropped, unstable let alone rain, I stopped subscribed to xlhome"
Plisdong xlhome gue bayar loh gak gratis 🤧,1267805257821597696,Plisdong Xlhome I pay for free 🤧
"@HarzaArbaha  Hi Harza, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1267767499401003013,"@Harzaarbaha Hi Harza, related to Xlhome Fiber services can be conveyed via DM :) #thanks ^Dian"
Xlhome atau biznet atau myrepublic yaaa 🥴🥴🥴,1267691886107455488,Xlhome or biznet or myrepublic yaaa 🥴🥴🥴
"@xlhomeid @Rio_ramadhan_ XLhome katanya 30mbps. Nyobain speed test mentok 26, gimana ini min?",1267658994837045251,"@xlhomeid @rio_ramadhan_ xlhome he said 30Mbps. Try the speed test stuck 26, how about this, min?"
@Ardimnsyr Xlhome bgus 🤣🤣,1267655440122298368,@Ardimnsyr xlhome bgus 🤣🤣
@tanyainrl xlhome,1267647736586727424,@tanyinrl xlhome
@RexQuen Indihome or xlhome,1267642323107606529,@Rexquen indihome or xlhome
@SobatHAPE make XLHome dong om kenceng dahh,1267607123795427328,"@Sobathape Make xlhome, uncle"
@aquarioeus @pacqrmuu cepet ganti ke xlhome,1267593569046392832,@aquarioeus @pacqrmuu quickly change to xlhome
@nasterkeik move xlhome aj neng.,1267471347178860544,@nasterkeik move xlhome aj neng.
@banjarbase Kawa xlhome nder,1267455363827163136,@banjarbase kawa xlhome nder
"@banjarbase Kalau indihome bisa lewat aplikasinya.. Selain indohome bisa pakai xlhome.. 

Kalau biaya tergantung paket yg ikam ambil",1267428286793019392,"@banjarbase if indihome can be through the application ... besides indohome you can use xlhome ..

If the cost depends on the package that Ikam takes"
@juztadreamer @banjarbase pian make xlhome kah kak?,1267427901030326272,@juztadreamer @banjarbase pian make xlhome right sis?
@anggraini2409 Layanan XLHome Fiber tidak menyediakan layanan telpon ya. Silakan Kocheng cek di web kamim untuk detailnya.  #Thanks ^AdI :),1267391591821393921,@Anggraini2409 XLHOME FIBER SERVICE does not provide telephone services. Please Kocheng Check on the Kamim Web for the details. #Thanks ^adi :)
"@anggraini2409  Hi Kocheng, XLHome Fiber ialah layanan akses internet super cepat hingga 300 Mbps dengan menggunakan kabel serat optik. Cek detailnya di https://t.co/eWvVRLbOiX ya. #Thanks ^AdI :)",1267389681815052288,"@Anggraini2409 Hi Kocheng, Xlhome Fiber is a super fast internet access service up to 300 Mbps using optical fiber cables. Check the details at https://t.co/ewvvrlboix. #Thanks ^adi :)"
@karinrahmadany @itsmiloheree Kak lokasi dmn xlhome nya?aq lagi kpikiran mau pasang nih.. tp ragu kuat apa tidak signalnya,1267388855348375554,"@karinrahmadany @itsmiloheee sis, the location of the xlhome is? I think again, I want to install it ... but is it strong or not the signal is it"
"Hidup udah sulit, @IndiHome jangan bikin sulit juga lah... jaringan provider biznet/xlhome blm bisa masuk daerah saya. Berbaik hatilah anda sama netijen WFH ini dgn berikan koneksi stabil jangan cuma mahal doang. Ini malah email ngasih pemberitahuan promo produk lain. 😒",1267388383514382337,"Life is already difficult, @IndiHome don't make it difficult too ... Biznet/XLhome provider network can not enter my area. Be kind to you with this WFH netijen by giving a stable connection, don't just expensive. This is even an email to give a notification of other product promos. 😒"
@banjarbase Ganti xlhome,1267385554116599809,@banjarbase replace xlhome
"@MuhammadFaris Biznet brp brp ris, gua xlhome 350 20 mbps",1267368621283500032,"@Muhammadfaris Biznet brp brp ris, cave xlhome 350 20 Mbps"
"@Dickquake @bernadsatriani @IDberry @argamoja Kalau bantul ya paling tinggal indihome.
Banguntapan utara sudah ada xlhome",1267345607510769665,"@Dickquake @bernadsatriani @idberry @argamoja If Bantul is the most live indihome.
North Banguntapan already has xlhome"
"@xlhomeid KAPAN SIH XLHOME TANPA PUTUS JARINGAN. 
DENSITY KNP DI HILANGKAN DR XLHOME. 
KNP BANYAK FILM ATAU ACARA BERBAYAR. 
SUDAH BAYAR KOK BAYAR LAGI. BAYAR BERANTAI. 
PALING BIKIN KECEWA....",1267292133368623105,"@xlhomeid when is xlhome without a network break.
KNP density is removed from Xlhome.
Why many films or paid events.
I already paid again. Pay serial.
The most disappointed ...."
"@dewa64  Mohon maaf untuk ketidaknyamanannya, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1267291418394935297,"@dewa64 apologize for the inconvenience, related to the xlhome fiber service can be conveyed via DM yes :) #thanks ^Dian"
@hyunjinmind aku xlhome menyimak...,1267152816541294598,@hyunjinmind I listen ...
@mesessceres Xlhome lancar jaya tanpa hambataaan~~,1267136694534287360,@mesessceres xlhome smoothly victorious without hambataaan ~~
@maswonpili kalo xlhome bisa pake indosat nga,1267115608983744512,@maswonpili if xlhome can use indosat nga
@koplakjae xlhome,1267113963096924160,@koplakjae xlhome
@giebasukii @IndiHome Kaum Xlhome ga ada keluhan.,1267084939809284096,@giebasukii @indihome xlhome no complaints.
@cocoacshw pke xlhome mkny,1267064832605319168,@cocoacshw pke xlhome mkny
@berflovver @pprifqi kalah lah xlhome pe,1267039640487264257,@berflovver @Pprifqi Lose Xlhome PE
@rednesia @h8rdie Axiata juga mau nyaingi indihome pake XLHome,1267017751979163648,@rednesia @h8rdie axiata also wants to live Indihome using xlhome
"@fuadirz  Hi Fuadi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1266971572536881152,"@fuadirz Hi Fuadi, can we help you about Xlhome? #Thanks ^adi :)"
"@SetsunaKamiki  Hi Hayat, setelah kami bantu cek untuk saat ini alamat Hayat belum ter-cover jaringan XLHome Fiber. Untuk informasi lebih lanjut apakah area Hayat sudah ter-cover atau belum, silahkan cek disini https://t.co/0QqojBNA5H, ya. #Thanks ^Dian",1266894516151173124,"@Etsunakamiki Hi Hayat, after we help check for now the Hayat address has not been covered by the Xlhome Fiber network. For more information whether the life area has been covered or not, please check here https://t.co/0qqojbna5h, yes. #Thanks ^Dian"
@IndiHome Cara pindah provider dri indiehome ke XLhome gmn dah min?,1266883941664845824,@IndiHome How to Move Provider Dri Indiehome To Xlhome How To Dah Min?
"@bagryisgood  Hi Good, cek update promo XLHome Fiber terbaru silakan bisa akses di https://t.co/eWvVRLbOiX ya. #Thanks ^AdI :)",1266883358727917569,"@bagryisgood hi good, check the latest xlhome fiber promo update please access at https://t.co/ewvvrlboix. #Thanks ^adi :)"
"@_gmxgmx @BaleBengong Ada cbn, Biznet, MMT, acenet, xlhome, oxygenid,stream(klo ga salah) tergantung skrang coverage ga areanya itu aja sih",1266865844505772032,"@_gmxgmx @berebengong there are cbn, biznet, mmt, acenet, xlhome, oxygenid, stream (if I'm not mistaken) depending on now the coverage is not the area anyway"
"@achoafira balifiber, oxygen, myrepublik, mnc, xlhome",1266742195198951425,"@Achoafira Balifiber, Oxygen, Myrepublik, Mnc, Xlhome"
"@collegemenfess nder, itu cuma router acces point, harus butuh modem dari ISP macam tsel, indosat dll. Kalo mau ya pasang wifi macam indihome, firstmedia, xlhome😂😂😂😂",1266730420244148225,"@collegemenFess nder, it's just an access point router, must need a modem from ISPs such as Tsel, Indosat etc. If you want to install WiFi such as IndiHome, FirstMedia, Xlhome😂😂😂😂"
"@megabanjarsari yg xlhome kd permah mencobai pnk kualitas kecepatannya soalnya pilihan paktenya paling murah 20mbps (200rban), indihome paling murah 10mbps (300rban)",1266701590880120832,"@megabanjarsari Yang Xlhome Kd Permana Trying PNK The quality of the speed because the choice of the cheapest pact is 20Mbps (200 thousand), the cheapest IndiHome 10Mbps (300 thousand)"
@morningkixxx @syifafdllh XLHome senyum2 melihat provider2 ini,1266684203103469568,@morningkixxx @syifafdllh xlhome smiles
Bagusan Indihome atau XLhome sih?,1266677560122867712,Bagusan Indihome or Xlhome anyway?
"@doniepiscesa @IndiHome @TelkomCare selain indihome enek ? fm, myrep, biznet, xlhome ?",1266620171206057990,"@doniepescesa @indiHome @telkomcare Besides IndiHome Enek? FM, MyRep, Biznet, Xlhome?"
@madpsychedelia Terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Fitri,1266607846860316677,@madpsychedelia related to Xlhome Fiber service can be delivered via DM :) #thanks ^Fitri
@xlhomeid XLhome ga lemot dn banyak kendala khan bang kek provider indi indi itu?,1266607805034717184,@xlhomeid xlhome isn't slow and there are many obstacles.
"@faisalramdani23 Hi Faisal, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Fitri",1266601996129316864,"@faisalramdani23 hi faisal, related to xlhome fiber services can be delivered via dm yes :) #thanks ^fitri"
"@Desishrdn  Hi Eci, cek area SIMPRUG DE PORIS  sudah tercover jaringan XLHome Fiber. Mohon informasikan terlebih dahulu untuk alamat lengkapnya berdasar nama Perumahan, Jalan, Blok, Nomor Rumah via DM ya. Kami bantu untuk proses pengecekan terlebih dahulu ya  #Thanks ^AdI :)",1266568003837063169,"@Desishrdn hi eci, check the simprug de poris area that has been covered by xlhome fiber network. Please inform you first for the full address based on the name of the housing, road, block, house number via DM. We help to check the process first, #thanks ^adi :)"
"@augy26  Hi Augy, saat ini XLHome Fiber belum menjangkau area Kota Surabaya. Mohon ditunggu updatenya ya, saat ini kami sedang mengupayakan untuk mencover area yang belum ada jaringan Fiber kami. #Thanks ^AdI :)",1266542839657185280,"@augy26 hi augy, currently Xlhome Fiber has not reached the Surabaya city area. Please wait for the update, we are currently trying to cover areas where our fiber network does not yet have. #Thanks ^adi :)"
"@xlhomeid hai min, saya berminat pasang XLhome dirumah saya. Bisa dibantukah? Sudah buka websitenya untuk daftar dr minggu lalu tp belum ada balasan/tanggapan soalnya. Terima kasih",1266521449969287169,"@xlhomeid hi min, I am interested in installing xlhome at my house. Can you be listed? Already open the website for the list of DR last week but there has been no reply/response. Thank you"
"@xlhomeid Halo, XLHome Fiber di tempat saya kok sepertinya error ya? Bukan speednya tapi beberapa web tidak terload. Sepertinya DNS Error. Gambar di marketplace aja tidak terload. Gimana admin?",1266520938213859328,"@xlhomeid hello, xlhome fiber in my place, how come it seems to be an error huh? Not the speed but some websites are not overwhelmed. Looks like DNS Error. The picture in the marketplace is not overwhelmed. How about admin?"
@riyaldi_social1 Handak ganti ke xlhome kah wkwk,1266337192122609665,@riyaldi_social1 Handak replace to xlhome
"@megabanjarsari indihome bagus jua meg ay, ya kd semurah paket xlhome sih",1266335712581840896,"@megabanjarsari indihome is good, meg ay, yes kd as cheap as the xlhome package"
"@faisallte  Hi Faisal, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1266330229225578496,"@faisallte hi faisal, related to xlhome fiber service can be delivered via dm yes :) #thanks ^Dian"
Udah dari hampir 3 bulan yang lalu isi data diri dan curhat di dm twitter nya @xlhomeid dan curhat ke email cs pusat nya juga. Sampai sekarang ga dibuka juga tu arsiran dari xlhome pusat. Yang dibanjarmasin gabisa masangin jadinyaaa,1266319895752392705,"Already from almost 3 months ago filling in personal data and confide in the Twitter DM @xlhomeid and confide in the cs cs e -mail as well. Until now it hasn't been opened also shading from the central xlhome. That was flooded with it, I can't, it will be"
@fikribndx XLHome?,1266141877587152896,@fikribndx xlhome?
"@ainifitrianti @IndiHome Xlhome, CBN, My Republic",1266073700765327362,"@AINIFITRIANTI @IndiHome Xlhome, CBN, My Republic"
@cloudseng2203 @gureumhaneul Pake xlhome donk hyungers,1266029993718542336,@cloudseng2203 @gureumhaneul using xlhome donk hyungers
"@xlhomeid min, xlhome udah ada di balikpapan belum yaa?",1266024046115860481,"@xlhomeid min, xlhome is already in Balikpapan yet?"
@NabhanM @xlhomeid @XLHome yaaah masih harus bersabar pin...,1266021689399209984,@Nabhanm @xlhomeid @xlhome yaaah still have to be patient ...
"akhir akhir ini banyak yg nanya nanya xlhome ke gw, kalo nanti pengguna xlhome nambah beberapa rumah, gw dapet apanih? @xlhomeid @XLHome",1266008103033561089,"Lately, many have asked Xlhome to me, if later XLHOME users will add several houses, I can get what? @xlhomeid @xlhome"
Xlhome kenceng ga sii?,1265982562083561472,Xlhome isn't fast?
"@ayubekkk  Hi Riki, apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Dian",1265967416980328448,"@ayubekkk hi riki, is there anything asked about the Xlhome fiber service? #Thanks ^Dian"
@collegemenfess Di kos biznet di rmh xlhome,1265945508218122240,@collegemenFess at Biznet boarding house on RMH XLHOME
"@FJrean @meryri30 @yvonita77 senasib sepenanggungan ya, hahahaha.... udah ngelamar myrepublic, firstmedia, mncplay, biznet, xlhome, semua ditolak.... hiks.",1265945173810221056,"@Fjrean @meryri30 @yvonita77 in the same boat, hahahaha ... already proposed to myrepublic, firstmedia, mncplay, biznet, xlhome, all rejected .... sob."
@taynewings Xlhome a 🤩,1265886008962215936,@taynewings xlhome a 🤩
"@lebatberbulu  Hi kak, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1265872395992088577,"@lebanberbulu hi sis, related to the xlhome fiber service can be conveyed via DM huh :) #thanks ^Dian"
"@intisarienak xlhome,biznet",1265833345277018113,"@intisarienak xlhome, biznet"
"@gegepoweranger  Saat ini Gege terhubung dengan layanan XLHome Fiber, pertanyaan terkait XLHome Broadband silakan menghubungi twitter @MyXLCare atau facebook MyXLCare ya #Thanks ^AdI :)",1265655041597124608,"@gegepowerer is currently Gege is connected to the Xlhome Fiber service, a question related to Xlhome Broadband please contact Twitter @myxlcare or Facebook Myxlcare huh #thanks ^adi :)"
"indihome ngadat, xlhome ikut-ikutan ngadat. pffft",1265649398366658560,"Indihome crashed, Xlhome joined in. Pffft"
"@septianwahyuwid  Hi Septian, cek areamu masih belum tercover dan Kami sampaikan bahwa saat ini XLHome sedang memperluas area jaringan kami ya. Mohon menunggu updatenya dan silakan cek di https://t.co/eWvVRLbOiX #Thanks ^AdI :)",1265645443708383233,"@septianwahyuwid hi septian, check your area still not covered and we say that currently Xlhome is expanding our network area. Please wait for the update and please check at https://t.co/ewvvrlboix #thanks ^adi :)"
@memefess XLhome nyimak gannn,1265644096934211584,@memeffess xlhome nyika gannn
"@septianwahyuwid  Hi, apakah ada yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265643581156384768,"@septianwahyuwid hi, can we help you with Xlhome? #Thanks ^adi :)"
"@stefanusade_  Hi, cek area kamu saat ini masih belum tercover jaringan XLHome Fiber. Informasi lebih lanjut apakah area kamu sudah ter-cover atau belum, silakan cek disini https://t.co/0QqojBNA5H #Thanks ^AdI :)",1265642660779311104,"@stefanusade_ hi, check your area at this time still not covered by the Xlhome Fiber network. For further information whether your area has been covered or not, please check here https://t.co/0qqojbna5h #thanks ^adi :)"
"@mornlntie  Hi, mengenai XLHome Fiber apakah ada yang bisa kami bantu? #Thanks ^AdI :)",1265642201557557249,"@mornlntie hi, about xlhome fiber, is there anything we can help? #Thanks ^adi :)"
"@Auliaarizkhan  Kami sampaikan jika nantinya Ikang berlangganan, XLHome Fiber tidak ada biaya sewa alat. Selama berlangganan, pelanggan akan dipinjamkan baik untuk ONT ataupun STBnya ya. #Thanks ^AdI :)",1265641519043670016,"@AULIAARIZKhan we convey if later Ikang subscribed, Xlhome Fiber has no equipment rental fees. During subscription, customers will be lent either for ONT or STB. #Thanks ^adi :)"
"@stefanusade_  Hi, Silakan jika ada yang bisa kami bantu mengenai XLHome Fiber. #Thanks ^AdI :)",1265641092273192960,"@stefanusade_ hi, please if there is anything we can help with Xlhome fiber. #Thanks ^adi :)"
"@aprumeens  Hi Anggelia, mengenai XLHome  adakah yang bisa kami bantu? #Thanks ^AdI :)",1265638253119500289,"@aprumeens hi agelia, about xlhome can we help you? #Thanks ^adi :)"
"@aspmhd  Silakan bisa menunggu kuis XLHome selanjutnya Asep. Pemenangnya di undi ya,  jadi tidak ada yang tidak adil. Semuanya memiliki peluang yang sama.  #Thanks ^AdI :)",1265636546234875909,"@aspmhd please wait for the next Xlhome quiz Asep. The winner is in UNDI, so there is nothing unfair. Everything has the same opportunity. #Thanks ^adi :)"
"@poormeatballs  Hi Sampit, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265635198332354560,"@poinmeatballs hi sampit, can we help you about xlhome? #Thanks ^adi :)"
"@aprumeens Hi Anggelia, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265635015418773504,"@aprumeens hi Anggelia, can we help you about Xlhome? #Thanks ^adi :)"
"@wijayaw14  Hi Chill, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265632826461835265,"@wijayaw14 hi chill, is there anything we can help with xlhome? #Thanks ^adi :)"
"@julian_wisnu Hi Julian, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265630949712130048,"@julian_wisnu hi julian, can we help you about xlhome? #Thanks ^adi :)"
"@aspmhd  Hi Asep, berkenaan dengan kuis ini sudah diumumkan ya. Silakan nantikan kuis XLHome lainnya. #Thanks ^AdI :)",1265625159232131073,"@aspmhd hi asep, regarding this quiz has been announced. Please look forward to other Xlhome quiz. #Thanks ^adi :)"
"@mornlntie  Hi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265620624874991617,"@mornlntie hi, can we help you about xlhome? #Thanks ^adi :)"
"@bangjekgalak  Hi Bangjek, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265620132803403777,"@bangjekgalak hi bangjek, can we help you about xlhome? #Thanks ^adi :)"
@banjarbase Xlhome,1265588511937183745,@banjarbase xlhome
"@djisansoe tida sih 😂🤣 soalnya dikotaku xlhome blm masukk , tapi review nya bagus",1265549272608583682,"@djisansoe doesn't really 😂🤣 because my body is not yet included, but the review is good"
@UCxUP XLhome aja cup,1265523784829808641,@Ucxup xlhome just cup
"@xlhomeid pagi min, mohon bantuannya akses ke vpn kantor kami https://vpn[dot]ojk[dot]go[dot]id
tidak bisa menggunakan xlhome, 
dicoba tethering pakai provider lain di laptop yang sama bisa diakses.
kemungkinan besar kendala dari xlhome, apa bisa dibantu cek?
terima kasih",1265477107733258241,"@xlhomeid morning min, please help access to our office vpn https: // vpn [dot] ojk [dot] go [dot] id
can't use xlhome,
Try tethering using other providers on the same laptop can be accessed.
Most likely the obstacle from Xlhome, can you help check?
Thank you"
@aresttiblejoon klau xlhome ketahuan jg ga yah ahaha,1265309652868161536,"@aresttiBlejoon if xlhome was caught too, ahaha"
@diamhyung xlhome,1265295424862052353,@diamhyung xlhome
"@daengmustache  Hi Arul, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265291441846104065,"@daengmustache hi arul, can we help you about xlhome? #Thanks ^adi :)"
"@adryantov @glrhn @hanityo @IndiHome XLHome sering gangguan nggak?

Btw, Gw sekarang pake FirstMedia, lagi mempetimbangkan ganti ke MyRepublic atau XLHome.",1265280034492739584,"@adryantov @glrhn @hanityo @indiHome xlhome often disorders or not?

Btw, now I use Firstmedia, again considering replace it to MyRepublic or XLHOME."
"@ujachalik  Hi Jack, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265271787215937537,"@ujachalik hi jack, can we help you about xlhome? #Thanks ^adi :)"
"@chu501_  Hi Hass, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265270687331045376,"@chu501_ hi hass, can we help you about xlhome? #Thanks ^adi :)"
"geis, mending xlhome atau mncplay yaaa?",1265262908046405633,"Geis, mending xlhome or mncplay huh?"
"@glrhn @hanityo @IndiHome Sama om, pindah XLHome, biayanya separonya Indihome plus bisa Netflix..😁",1265260321087746048,"@glrhn @hanityo @indiHome with uncle, move xlhome, the cost is the indihome plus half can netflix..😁"
Kalo xlhome udah tercover di daerah rumah gue. Kita putuskan hubungan ini! @IndiHome,1265258094222696448,If Xlhome is already covered in my home area. We decide this relationship! @IndiHome
"@KRRamadhan  Hi Milaw, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265215992751218688,"@Krramadhan hi milaw, is there anything we can help with xlhome? #Thanks ^adi :)"
"@mgmbhakti   Hi Bhakti, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265184483268898818,"@mgmbhakti hi bhakti, can we help you about xlhome? #Thanks ^adi :)"
"@askolani  Hi Imam, terima kasih dukungannya dan adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265161912171393024,"@Askolani Hi Imam, thank you for your support and is there anything we can help with Xlhome? #Thanks ^adi :)"
@M4X_doto @IndiHome cobain xlhome,1265150617829269504,@M4x_doto @IndiHome Cobain Xlhome
"@wakakakakakakk suram, ga rekumindid deh, aku wes make setengah bulan dlu. mending xlhome atau biznet, paling mentok ya indihumu lg",1265139474251444225,"@wakakakakakakkk, not rekumindid, I wes make half a month. mending xlhome or biznet, the most stuck yes you"
"@wakakakakakakk jangan pake itu deh, mending pasang xlhome",1265139058738524160,"@wakakakakakkk don't use it, it's better to install xlhome"
"@GedeUbung  Sesuai dengan informasi sebelumnya ya, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1265095730500263938,"@Gedebung in accordance with previous information, yes, related to XLHOME FIBER service can be conveyed via DM yes :) #thanks ^Dian"
"@GedeUbung  Hi kak, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1265095273111416832,"@Gedebung hi sis, related to xlhome fiber service can be delivered via dm huh :) #thanks ^Dian"
"@weedeeblue  Hi Widi, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1265095143369015297,"@weedeeblue hi widi, related to xlhome fiber service can be conveyed via DM huh :) #thanks ^Dian"
"@KRRamadhan  Hi Milaw, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1265091585764548608,"@Krramadhan hi milaw, related to xlhome fiber service can be delivered via dm huh :) #thanks ^Dian"
"@didinasemele  Hi Derryal, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1265084736520761346,"@Didinasemele Hi Derryal, related to Xlhome Fiber services can be conveyed via DM :) #thanks ^Dian"
"@xlhomeid pagi, mau tanya saya pasang xlhome tgl 21, tagihan nya mulai muncul kapan ya?",1265084296479432704,"@xlhomeid morning, want to ask me to install xlhome on 21, when will the bill start?"
@reintalahatu_  Terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian,1265080415989059584,@reintalahatu_ Regarding Xlhome Fiber services can be delivered via DM :) #thanks ^Dian
@yuliyono @nverad Mas ijul gak coba xlhome?,1265079143181385728,@yuliyono @nverad mas ijul doesn't try xlhome?
@reintalahatu_   Apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Dian,1265078434201366528,@reintalahatu_ Is there anything asked about the Xlhome Fiber service? #Thanks ^Dian
"@mrctive2  Hi Galuh, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1265072108196950017,"@mrctive2 hi galuh, related to xlhome fiber services can be delivered via dm yes :) #thanks ^Dian"
"sorry, xlhome nyimak https://t.co/6MYUfqGAAa",1264949175134720001,"sorry, xlhome listen https://t.co/6myufqaaa"
@viperrssss Ganti XLhome aja wk,1264934812294320129,@viperrssss just change xlhome wk
"@aaadyuu @txtanakfesbuk @xlhomeid Mau pake xlhome, tapi pake XL prabayar jam segini buka Twitter aja loading. Lalu what's the point? Huhuhu",1264892693286543361,"@aaadyuu @txtanakfesbuk @xlhomeid want to use xlhome, but use xl prepaid at this time just open twitter loading. Then what's the point? Hu Hu Hu"
"@techdanger  Pemasangan layanan XLHome didasarkan pada area tersebut sudah tercover atau belum. Jika berkenan, silakan mendaftarkan di web kami untuk area yang belum tercover. Tech akan kami hubungi kembali jika areamu sudah tercover jaringan kami. #Thanks ^AdI :)",1264887067865047042,"@techdanger Xlhome service installation based on the area has been covered or not. If you wish, please register on our website for areas that have not been covered. We will contact Tech again if your area has been covered by our network. #Thanks ^adi :)"
"@jajanggwahyudin  Hi, apabila ada pertanyaan seputar XLHome bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME
Twitter : @XLHomeID
#Thanks ^AdI :)",1264881800133804033,"@jajanggwahyudin hi, if there are questions about xlhome you can contact us at:
820 (from no xl) free
08170123442 (from Non-XL No) Normal Rates
Email: xlhomecs@xl.co.id
Fb: xl home
Twitter: @xlhomeid
#Thanks ^adi :)"
"@tryferos_  Hi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1264878367435710464,"@tryferos_ hi, is there anything we can help with xlhome? #Thanks ^adi :)"
Indihome tuh emang serusuh itu ya? Untung aku XLHome😭✊,1264873802242027525,IndiHome is really exciting? Luckily I am xlhometom
Untung kaum Xlhome. https://t.co/rR1lRz3sB7,1264871025533046785,Luckily the Xlhome. https://t.co/rr1lrz3sb7
"gais, kalo mau regis xlhome cuma yang ada alamatnya di web aja ya yang bisa?",1264867072426692613,"Gais, if you want Regis Xlhome, only the address on the web can you?"
"@HumanEr0r  Hi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1264860062297677824,"@HUMANER0R HI, can we help you about Xlhome? #Thanks ^adi :)"
"@ArdiArwaheno  Hi Ardi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1264853168883552257,"@Ardiarwaheno Hi Ardi, can we help you about Xlhome? #Thanks ^adi :)"
"/wal ada kah buhan km yg make xlhome, minta reviewnya pang",1264843901149405184,"/Wal, there's a good thing, who uses xlhome, ask for a review"
