,tweet_clean,klasifikasi
5415,"If you want to, just change xlhome",Netral
5416,please try xlhome,Netral
5417,x game think cheater xl home idiot,Negatif
5418,xlhome just go to my house if the bus is my xlhome,Netral
5419,"xl home is also really annoying, what's wrong?",Negatif
5420,paket xl home mbps rb nder,Netral
5421,ane mahu make xlhome area rumah support,Netral
5422,mankane change xl home wkwkwk promotion,Netral
5423,"aqel used to try the turbo greedy price, don't be expensive, my friend, I can't be fast, thanks",Negatif
5424,you mentioned it wrong qel,Negatif
5425,"min xlhome, why doesn't zoom connect, just use a normal connection, why don't you just use a normal xlhome",Positif
5426,please don't disappoint me anymore,Netral
5427,et gua buka usernamenya abroad abroad cock,Netral
5428,"It's exploded, check, I'm really disappointed, the service is waiting to enter the beautiful garden",Positif
5429,xlhome fiber list for jl pulo sirih south i blok ae no house garden galaxy subdistrict former south used,Netral
5430,"Min, please register xlhome fiber, the street name doesn't register, but the road is near my house",Positif
5431,indihome install xlhome reject,Netral
5432,hi ashyera hook up xl home fiber service thanks fitri,Positif
5433,xlhome aman gan,Netral
5434,hi video kait layanan xl home fiber via dm ya thanks dian,Positif
5435,"hi mahardika, is there help xlhome thanks adi",Positif
5436,xlhome is pretty cheap plus it's free to install the net sometimes it lags,Positif
5437,"hi franco, sorry for the inconvenience, the connection to the xlhome fiber service via dm, thanks dian",Negatif
5438,"hi rydo, sorry for the inconvenience, the connection to the xlhome fiber service via dm, thanks dian",Negatif
5439,"I hope xl home comes here quickly, it's good, it's good to play free netflix games",Positif
5440,"hi harry, sorry for the inconvenience, the xlhome fiber service hook via dm, thanks dian",Negatif
5441,"mind, contact sales xl home at registration, installation doesn't update anymore huh",Netral
5442,xlhome is fast bro,Positif
5443,ken ganti xlhome bom with cover daerah w hvftt,Netral
5444,xlhome jannn by xl axiata,Netral
5445,"the sub-district of tangerang area, please ask for sales info to install xlhome",Netral
5446,"Activation of xlhome unlimited booster quota runs out, yesterday, bought the booster one for rb or not",Netral
5447,indihome xlhome help,Netral
5448,open twitter using xlhome sometimes it doesn't work,Netral
5449,"Sis, DM has disturbed Xlhome in the clove hill area, Depok, please cooperate, I'm working",Netral
5450,mending xlhome netflix-an,Netral
5451,"It's only natural that I block the streaming service, I don't lose, but xlhome is a good option",Positif
5452,"the area is covered, try xlhome, I'll help",Netral
5453,"I have contacted the provider, oxygen biznet myrep indosat gig xlhome bom, got it wkwk",Netral
5454,yes xlhome,Netral
5455,are you using xlhome?,Netral
5456,"very excited, stop subscribing to indihome xlhome next time, yes, alternative",Positif
5457,"dear, open your internet instead of xlhome",Netral
5458,"It's normal, xlhome, twitter, can't see photos and videos",Positif
5459,try to check xl home xl fiber cbn wifi is enough used area,Netral
5460,who knows why xlhome lot,Netral
5461,"answer hi dedy, sorry for the stable signal problem, complete info, yes, use xl, virtual natural location, wait for data, thanks m xlhome g cpe",Negatif
5462,"use xlhome, use vpn",Netral
5463,"xlhome, do I use indihome, drop the speed using Biznet or not the fo line is at home",Netral
5464,wkwkwk xlhome can't access indihome,Netral
5465,Do you use xlhome?,Netral
5466,hi anggit is there help xlhome thanks adi,Positif
5467,hi wildan there is help xlhome thanks adi,Positif
5468,"hi mia, check the area covered by the xlhome fiber net, information on the covered area, please check",Netral
5469,have you tried xlhome?,Netral
5470,"just replace xlhome, if you already have your home net",Netral
5471,xlhome my bell jakarta bodetabek,Netral
5472,"hi, sis, hooks to serve xlhome fiber via message, thanks april",Positif
5473,"hi, sis, sorry for the inconvenience, the service hook for xlhome fiber via message, thanks april",Negatif
5474,home,Netral
5475,huawei modem xlhome lot speed mbps mobile android hotspot mbps,Netral
5476,judge xlhome byk plant,Netral
5477,"already using xlhome, not using vpn netflix buuuu",Netral
5478,try biznet xlhome dim,Positif
5479,"hello sis, the process of installing xlhome",Netral
5480,"oh yes, the top website doesn't access the xlhome network, the telkomsel provider accesses the top website",Positif
5481,"Already in the process of migrating fm xlhome, I heard rumors that the service is bad",Negatif
5482,just change the xlhome streamer y,Netral
5483,watch netflix using xl home xl home jogja internet jogja wifi jogja xl home wifi yogyakarta,Netral
5484,"the area covered by xlhome promo area rb up to mbps access cable tv channels, I'll help you guys",Netral
5485,"the location has been netted xlhome, try starting from rb a month to get a certain area, please help me ag",Positif
5486,"I want to change my internet provider, indihome, it's slow, it's expensive, Biznet xlhome balifiber net hasn't entered the house yet, fate is a klender person in East Jakarta",Negatif
5487,xlhome the habit of accessing twitter is annoying,Negatif
5488,xl home plus error,Netral
5489,"xl home ready for the Banguntapan and Sleman areas, certain areas that have mbps cable tv dm",Positif
5490,"please woi xlhome, the net is broken, Makassar",Negatif
5491,xl home why is it so slow asw on twitter,Negatif
5492,min net xlhome open twitter content imagevideoetx it doesn't load just write it open the app smoothly,Positif
5493,wifi ya indihome first media myrepublic xl home,Positif
5494,hi raynaldo there is help xlhome thanks adi,Positif
5495,nice indihome xlhome,Positif
5496,"Min, the twitter video image doesn't load, using wifi xl home",Netral
5497,xlhome indihome,Netral
5498,hi bokir there is help xlhome thanks adi,Positif
5499,xlhome code,Netral
5500,"I'm planning to install xlhome, what's going on?",Netral
5501,"hi sis, hooks to serve xlhome fiber via message, thanks dian",Positif
5502,pindah cover area rumah ue myrepublic oxygen gig xl home,Netral
5503,hi katon anyone help xlhome thanks adi,Positif
5504,xlhome tp rw yg dapet rw blm,Netral
5505,Hi subscribe to xlhome fiber yes thanks brother,Positif
5506,"why is it that when you open twitter using xlhome, the video image doesn't appear, if you open it using data, it's fine",Positif
5507,hi zaki there is help xlhome thanks adi,Positif
5508,hi zulfikri serve internet xl home serve xl home entertainment where to subscribe to xlhome device set top box android tv box connect to television thanks dian,Positif
5509,boyolali bom xlhome kak adain,Netral
5510,"yeah, forgot to set the contact btw the promo for the house that xlhome came in was already sold when I installed it, just call cs xlhome, okay?",Positif
5511,"hi zaldi, check the area covered by the xlhome fiber net, information on the covered area, please check",Netral
5512,"hi win, check the area covered by the xlhome fiber net, information on the covered area, please check",Positif
5513,monmaap cave xlhome is rotten,Netral
5514,ccd ah indihome xlhome aja,Netral
5515,hi irfan ada bantu xlhome thanks adi,Positif
5516,hi aji xlhome bantu thanks adi,Positif
5517,hi sam ada bantu xlhome thanks adi,Positif
5518,hi aji can you help xlhome thanks bro,Positif
5519,hi dawn there is help xlhome thanks adi,Positif
5520,bm make xlhome my area is covered,Netral
5521,try xlhome bro,Netral
5522,hi eko kait layan xlhome fiber via dm ya thanks dian,Positif
5523,"uh, yes, the name is xlhome",Netral
5524,lucky to use,Positif
5525,xlhome listen,Netral
5526,xlhome too ok,Positif
5527,"the price is really expensive, xlhome doesn't call, it's safe so that the children don't riot",Netral
5528,"I'm an indihome kid, so xlhome is fast on youtube",Positif
5529,"Hi Sulung, can you help me with xlhome, thanks bro",Positif
5530,"or sap or xlhome also buy halal products ot except uc, already wholesale maxi please",Netral
5531,Sapatau xlhome jogja interested in installing spotify premium sis,Positif
5532,"thank God, I have installed indihome, think about it, friends who didn't install indihome, just installed Biznet Myrep, Xlhome image, have a little empathy.",Negatif
5533,Banjarmasin uses the xlhome area,Netral
5534,ni w bjm package xlhome,Netral
5535,brian xl home,Netral
5536,"xlhome's son is firm and silent, gold",Negatif
5537,use xlhome,Netral
5538,"Yes, indeed, the problem is that the upright cable just breaks, it's fragile, bat, is it true that the xlhome bomb looks good",Positif
5539,hi jace ada bantu xlhome thanks adi,Positif
5540,"hi son, check the area covered by the xlhome fiber net, information on the covered area, please check",Netral
5541,xl home is it good or not,Positif
5542,pay bills xl home easy bank transfer indomaret alfamart xlhome jogja cheap internet jogja internetjogja,Positif
5543,"misii xlhome poor, where do you install it",Negatif
5544,xlhome user has entered the channel,Netral
5545,"hi arya hook serv xlhome fiber via message, thanks april",Positif
5546,"it's so bad with xlhome wifi, just package it from drh who is on twitter and hft",Negatif
5547,"woo, unlimited fiber, it's like first media, muf, my xlhome package with a wifi router uses a gsm card, it's really wasteful",Positif
5548,my xlhome fiber gsm during the promo got mbps,Netral
5549,"xlhome took the package that I used, I used rb very quickly",Positif
5550,"the two fights are competitive, sporty, indihome mbps k xlhome mbps k",Netral
5551,hi nareswari ada bantu xlhome thanks adi,Positif
5552,hi dila help xlhome thanks bro,Positif
5553,hi nanda ada bantu xlhome thanks adi,Positif
5554,hi revaldo ada bantu xlhome thanks adi,Positif
5555,hdeh xlhome twitter photo doesn't load samsek,Netral
5556,sorry bro xlhome in mbps,Negatif
5557,"bro, just xl home, netflix",Netral
5558,my home xlhome net is a lot,Netral
5559,"Yes, bro, the home installation process is safe or not, people come to the house to buy an xlhome router using check info",Positif
5560,"xlhome is about to change, it's the same price",Netral
5561,xlhome entered sleman waiting to enter the place to move indihome,Netral
5562,"hang up the fiber modem, try checking the myrepublik web, xlhome, fiber does not come in at home, bro, the fiber connection is more stable, faster",Positif
5563,"xlhome is pretty cheap mbps rb month, yes it's smooth, it doesn't go very smoothly mbps",Positif
5564,xlhome if I'm not mistaken the name is,Netral
5565,hi kak putar xlhome hubung no xl free no non-xl tarif normal email xlhomecs co id fb xl home thanks dian,Positif
5566,"Min, I ask that xlhome is covered until the house of pearl ivory east of the former city hasn't been covered yet",Netral
5567,the nty mncplay area is quite cheap myrepublic is fast xlhome is also good the speed is,Positif
5568,kait layan xlhome fiber via dm ya kak thanks dian,Positif
5569,"hi sis, complete address information, basic name of the house complex, Jalan Blokrt rw, house number, help sell, check the area covered by the xlhome net, thanks dian",Positif
5570,khlomo of this,Netral
5571,"xlhome, I know it's been carded, if btn already",Netral
5572,"Pan, I explained to you through my thread, xlhome, I called Ms. Maya, she said it was a net bomb",Netral
5573,"sbtr lg xlhome is in, recommended, also already got android tv hehehe",Netral
5574,hi alyasaf kait layan xlhome fiber thanks devy,Positif
5575,"try using xl home, you don't need to use a vpn if you access netflix",Netral
5576,hi hello ada bantu xlhome thanks adi,Positif
5577,sometimes my wifi is xlhome,Netral
5578,"Min, if you use xlhome, photos, videos, twitter, don't open the normal ones",Positif
5579,hi wonderful xl home fiber service tips thanks diane,Positif
5580,"in the morning, min, I'm subscribing to xlhome, how do you know the subscriber id?",Netral
5581,"I don't use xlhome, but if I change the inet provider, ooh, firstmedia, won't it",Netral
5582,"hi twitter using xlhome is very difficult to access, you have to use vpn",Negatif
5583,fm indihome xlhome,Netral
5584,xlhome mbps cumak,Netral
5585,"xlhome jogja, so far",Positif
5586,please help me about xlhome fiber thanks bro,Positif
5587,"Min, do you live in a house on the side of the main road, xl home service or not?",Positif
5588,hi niar anyone help xlhome thanks adi,Positif
5589,hi oppa ada bantu xlhome thanks adi,Positif
5590,"hi niar, check the area covered by the xlhome fiber net, information on the covered area, please check",Netral
5591,"Yes, the router uses xlhome, yesterday dm the xlhome account, gave a solution like that",Netral
5592,"xl home fiber net, wide net area, please wait for the update, thanks adi",Positif
5593,free online concert afgan instagram xlhome hours ya,Positif
5594,"hi alter, add xlhome fiber net, wide net area, please wait for area update thanks adi",Positif
5595,the conditions of course install xlhome broadband yes,Netral
5596,hi alter ada bantu xlhome thanks adi,Positif
5597,hi can ada bantu xlhome thanks adi,Positif
5598,ohhh hahahah just now xlhome doesn't work this time wfh aka holiday,Netral
5599,"eh, I am aware that the picture sent by xlhome is defective",Positif
5600,"I don't think Indihome is a natural operator with a slow internet connection, the command wkwkwkwkwkkwk xlhome is fast, isn't it?",Negatif
5601,month of subscription times the connection is lost wfh wtf record thank you xlhome,Negatif
5602,cool xl axiata hold digital concert with afgan visit,Positif
5603,it's been confirmed slow xl home,Positif
5604,"bro, if you know how to reach xlhome, please try to install it but don't know if it can reach or not",Netral
5605,"woi fix the packet loss problem, just play dota provider like myrepxlhome bizznet, no problem like indihome",Netral
5606,"xl home is annoying, twitter doesn't show photos and videos",Negatif
5607,"use xlhome which is smooth, just twitter now",Positif
5608,"xlhome well, nature uses indihome like gin to change the name to xlhoe indihoe",Netral
5609,"Yes, it's already xlhome",Netral
5610,e bpom check myrepublic browsing pull gig xl home,Netral
5611,indihome xlhome hope it's good,Positif
5612,"this afternoon xlhome internet is super lot, this morning, please help me, dm, thanks",Positif
5613,Barudak xl home boss anti blockir blockir club,Netral
5614,let's install xlhome,Netral
5615,"xl home package last February, last year, xl home, if you stop subscribing, you will be penalized wkwk",Netral
5616,xlhome mahalll,Netral
5617,"Banjarmasin like pang ak is old, banar already has to change xlhome",Positif
5618,hi there help xlhome thanks adi,Positif
5619,ada bantu xlhome thanks adi,Positif
5620,hi simano anyone help xlhome thanks adi,Positif
5621,"Ma'am, admin, my xlhome wifi, I have turned off the internet connection, turned on the connection, the solution, thank you",Netral
5622,hi iponk ada bantu xlhome thanks adi,Positif
5623,"It's been a week of using wifi tv streaming xlhome not running smoothly, fast netting, really using the contact center room, easy to call, not tele dos to xl home and eat shit first media",Positif
5624,hi oden ada bantu xlhome thanks adi,Positif
5625,firstmedia replace xlhome,Netral
5626,xl home lg feels the signal,Netral
5627,xlhome lot can do it,Netral
5628,"xlhome, open twitter, the image doesn't load, it just opens smoothly",Positif
5629,"hello min xlhome router, los red house, email hasn't responded yet, cs phone doesn't work too",Netral
5630,"hi damar, check the area covered by the xlhome fiber net, information on the covered area, please check",Netral
5631,hi lingga is there any help xlhome thanks adi,Positif
5632,hi hoela is there help xlhome thanks adi,Positif
5633,hi asw ada bantu xlhome thanks adi,Positif
5634,hi baden thank you for helping xlhome thanks adi,Positif
5635,xlhome account,Netral
5636,xl home or page in corona season tv channel is open awokwokwok,Netral
5637,streaming subscription fee for cheap xlhome home internet free iflix telkomsel sim card subscribe package including hooq netflix joint venture really reduces steel,Positif
5638,"first media suekkk pdhl it's safe, please move to xlhome but it's not covered saddd",Positif
5639,"At night, asking for the house's wifi, it's dead in the morning, it's on, I've restarted the router",Negatif
5640,enjoy at home xl home unlimited package,Positif
5641,hi Sisil is there help xlhome thanks adi,Positif
5642,hi hilmy can you help xlhome thanks bro,Positif
5643,"install xl home bro, but the pole arrived at the banjarmasin house area in October I asked but arrived",Netral
5644,hi billyton ada bantu xlhome thanks adi,Positif
5645,"Min, please help, yesterday, the xlhome repairman fixed the xl home that died because he paid late, then the handyman came to the house and fixed the tool and then paid cash until the wifi was active, min, please help",Negatif
5646,hi effendi ada bantu xlhome thanks adi,Positif
5647,what is xlhome twitter huh?,Netral
5648,xlhome iflix bundle premium vip,Netral
5649,hi suryo there is help xlhome thanks adi,Positif
5650,hi indra ada bantu xlhome thanks adi,Positif
5651,hi lern there is help xlhome thanks adi,Positif
5652,hi yung there is help xlhome thanks adi,Positif
5653,hi cimskiii ada bantu xlhome thanks adi,Positif
5654,hi youcim ada bantu xlhome thanks adi,Positif
5655,hi shnd ada bantu xlhome thanks adi,Positif
5656,hi thorfin ada bantu xlhome thanks adi,Positif
5657,ad yg pake xlhome ga,Netral
5658,"bom to blum ftth like myrepublic xlhome etc, mas using coaxial ratio download upload or not",Netral
5659,xlhome jakarta si,Netral
5660,xlhome answer,Netral
5661,"indihome balikpapan lot, the issue of corona virus, fast internet, very fast mbps lot, normal family using a modem, it's been restarted, but it's affected when indihome is bargaining xlhome",Positif
5662,"how about when playing, the connection doesn't connect, the connection must be tight using telkomsel g xlhome",Negatif
5663,replace xlhome myrepublic,Netral
5664,gabut landa gabutbecause of corona stayhome xlhome singlestaycool,Netral
5665,xlhome zum my house that covers zuma indihome only xlhome wkwkw,Netral
5666,"make xlhome, yes, yesterday I was confused, try to use the wifi quota, turn off the wifi ig image immediately, it doesn't just output the twitter image",Negatif
5667,check the area of ​​the house reach xlhome,Netral
5668,"hi bertha, help check your address, it's covered by the xlhome fiber net, information on the area is covered, please check",Netral
5669,hi yopie hook layan xlhome fiber thanks fitri,Positif
5670,"bro, thank you for people like that, can't Biznet xl Home",Netral
5671,"Indihome week is still fussy. You collect houses, try registering for Biznet Xlhome, open the net",Netral
5672,pke xlhome,Netral
5673,ndaji cmn bad xlhome wifi network is bad your xl card kah,Negatif
5674,"hi nice xl home fiber covers the area, please provide complete address information via dm, please help, thank you adi",Positif
5675,internet provider xl home can't load the twitter image from yesterday,Netral
5676,hi jesslyn there is help xlhome thanks adi,Positif
5677,their laziness is evident,Positif
5678,hi danny ada bantu xlhome thanks adi,Positif
5679,xlhome really sucks lmao never thought i d be that adult but how not to get angry cs if gin,Negatif
5680,hi rio ada bantu xlhome thanks adi,Positif
5681,xlhome ready to house the crown simprug tangerang banten,Positif
5682,"install xl home twitter, try to contact the sales rep but don't continue until whatsapp, try to register via the web, no response, the house is covered",Netral
5683,"according to the detailed information on the xlhome hook via dm, thank you mala",Positif
5684,"Wait, I'm looking for a credible source at home, use xlhome to play the video, is it ok? Can I ask the role of the command, especially uncle?",Positif
5685,hi muhammad firdaus ali hook up xlhome fiber via dm thanks mala,Positif
5686,hi fadla ada bantu xlhome thanks adi,Positif
5687,"xlhome fiber package, the fup limit, yes, the price of the tax package, the stamp duty fee, rp. thanks adi",Positif
5688,hi fadhilah xlhome can help thanks bro,Positif
5689,"hi amirullah, check the area covered by the xlhome fiber net, information on the covered area, please check",Netral
5690,hi arwan there is help xlhome thanks adi,Positif
5691,xlhome just try masben,Netral
5692,xl home fiber,Netral
5693,just change xlhome bro,Netral
5694,my wifi is really big a lot anjr maki maki a lot xlhome why is yaangfon,Netral
5695,"the wifi is xl home or not, my place is only on twitter, it's too bad to see the loading photo, it's so bad",Negatif
5696,"Min, I don't have a lot of twitter when I open it using xlhome at night, the picture doesn't open the video",Netral
5697,"My friend, I've migrated to xlhome, I'm waiting for a review",Netral
5698,xlhome ky kntl of drtd,Netral
5699,"hi xlhome, please don't have internet at home, the red light is flashing, pamulang object",Positif
5700,"ready for mbps rb area, let's contact to check net xlhomejogja xlhome internetxlhome internetmurahjogja",Positif
5701,"Halah, I've been waiting for the package migration for x hours, I've been waiting, I wasn't informed, just unting it in the complex, there's no xlhome, if I've moved to xlhome",Negatif
5702,blame herdi xlhome,Netral
5703,if the uterus is big xl home beib muehehehehe,Netral
5704,"how many times have you complained, xl home internet, directly dm points, explain what the admin suggests, also doesn't help send name, address, id, subscribe, email sent minutes, immediately get an email, problems, again, the hook team process is ok, efficient like it",Positif
5705,thankyou xlhome don't bother,Netral
5706,the area of ​​my house is the reach of installing xl home please help,Netral
5707,xlhome nii lot mbps ga kek,Netral
5708,"Your official account, thank you, maybe Jogja install xl home, please help",Netral
5709,xlhome find kah wall,Netral
5710,"I don't like using the Xlhome internet, the speed will be smooth, then it will go down, then it will go smoothly, then it will go down smoothly",Positif
5711,xlhome kaga official account,Netral
5712,hi dadit xlhome ada thanks adi,Positif
5713,sorry bro,Negatif
5714,hi dadit kait layan xlhome fiber thanks fitri,Positif
5715,disturbing the used xlhome net please top,Netral
5716,"Yes, firstmedia is very expensive, changing the house to xlhome",Negatif
5717,"hi bima help check the Malang area is covered by the xlhome fiber net, information on the covered area, please check",Netral
5718,I've used indihome instead of xlhome because it's cheap,Positif
5719,why doesn't xlhome net see photos and videos on twitter,Netral
5720,"look at the bad server, it's broken, it's damaged, maintain it, the internet is broken, it's a lie, the business doesn't support wfh at home, work from home",Negatif
5721,"hi rolando, sorry for the inconvenience regarding the information regarding the service of xlhome fiber via dm, thanks fitri",Negatif
5722,"no tsel, no xlhome, the net is bad",Negatif
5723,"hi rizky xlhome fiber, the net area is wide, please wait for the location to be covered by the net, thanks adi",Positif
5724,ay viu lo play xlhome ga,Netral
5725,"link to the complaint information about xlhome fiber via dm, thanks fitri",Negatif
5726,"hi there is a wise xl, it's easy to bill in front of a work business that is home, the results have dropped drastically",Positif
5727,"hi sis, hooks to serve xlhome fiber via dm message, thanks dian",Positif
5728,good luck changing xlhome,Positif
5729,"choose cmn first media big no no indihome only, I'm too lazy pls xlhome cover my home area why",Netral
5730,paket xl home brp put,Netral
5731,luckily make xlhome free iflix cup forever,Positif
5732,xlhome connection disabled gin twitter,Negatif
5733,good afternoon where is xlhome home wifi not yet covered xlhome fo thank you,Positif
5734,"good afternoon, please let me know where is available xl home wifi area cover xlhome fo, thank you",Positif
5735,"hi, I've switched to xlhome fiber service, thanks Dian",Positif
5736,xlhome primavisonhome,Netral
5737,"id it's not the first time that this guy hasn't moved, I'm anjae jan, I'm disappointed",Negatif
5738,"help check the address covered by the xlhome fiber net, information on the covered area, please check",Netral
5739,g danger xl home tp indihome g bs netflix,Netral
5740,Jogja there are many areas that have not been reached by XL Home,Positif
5741,min dong,Netral
5742,virus alert xlhomejogja xlhomeyogyakarta cheap internetjogja tv cablejogja indihomejogja internetsleman workfromhomejogja internetjogja xlhome leaning chess,Positif
5743,hi fella kait layan xlhome fiber via dm ya thanks dian,Positif
5744,"how to install xlhome, distance from box, xl home, meter, how about",Netral
5745,Replace xlhome successfully,Positif
5746,"hi ekky, hooks to serve xlhome fiber via message, thanks dian",Positif
5747,"hi typhoon, hooks to serve xlhome fiber via message, thanks dian",Positif
5748,"hi taufiq, hook up xlhome fiber via message, thanks dian",Positif
5749,really bad xlhome,Negatif
5750,hold my promised beer,Netral
5751,"it's normal that the bandwidth allocation is used, it's not fair, if xlhome is an mbps package, then the allocation of peak bandwidth is mbps, it's cheating, it's not intentional when the class wfh people don't have a bad solution",Negatif
5752,hi luna ada bantu xlhome thanks adi,Positif
5753,hello viu access package using xl home wifi net,Netral
5754,hi iksan is there help xlhome thanks adi,Positif
5755,hi arif ada bantu xlhome thanks adi,Positif
5756,use xlhome kak wkw,Netral
5757,biznet myrep xl home if netflix indihome,Netral
5758,hi king can you help xlhome thanks bro,Positif
5759,"hi pam netflix subscription fee monthly package xl home fiber, thanks adi",Positif
5760,sorry son xlhome,Negatif
5761,"hi sis, according to the information on the xlhome fiber service hook via dm, thanks dian",Positif
5762,"xl home fiber looks like the product failed, the advertisement doesn't make sense, the speed is so cheap, why is it so cheap, the idea is maybe it won't be a loss which pole you have built",Positif
5763,"it's easy, bro, just stay in telkom plaza, unplug the xl home service, install xl home",Positif
5764,jam internel xl home promoxl promoxlhome xl home coronavirus challenge,Netral
5765,"omg it's sad to follow up if it's really broken, the lot uses firstmedia xlhome, if firstmedia is stable copper, hope bizznet comes in so that it moves to xlhome low quality",Negatif
5766,"hi, subscribe to the xl home service that can install apartments",Netral
5767,lmao why the hell xlhome force me just this option for they nickname or slogan idk bad customer service bad repair and bad internet speed mbps my ass,Negatif
5768,hahhaa xlhome haha,Positif
5769,"I offered to install xlhome, I offered the mb package, I chose the one you installed, I tried the speed using the speedtest mbps app, if the speed is mbps, I collect the mbps contribution, I downgrade the mbps",Netral
5770,wfh gin xlhome fuk problem,Netral
5771,Is xlhome bad?,Negatif
5772,tim xlhome nder,Netral
5773,hi rangga can i help you about xlhome information thanks hendry,Positif
5774,hi min site,Netral
5775,"It's all about their laziness, oh",Netral
5776,my internet speed is mbps bayar mbps xlhome,Netral
5777,"xlhome hahahah my house is fast, thank God hahaha",Positif
5778,hi andy kait layan xlhome fiber thanks dian,Positif
5779,hi mahatir xlhome fiber please connect thanks bro,Positif
5780,hi rikiyama ada bantu xlhome thanks adi,Positif
5781,"those with indihome problems, sorry xlhome try",Negatif
5782,m ada bantu xlhome thanks adi,Positif
5783,hi elvira ada bantu xlhome thanks adi,Positif
5784,"hom hom why did you get an error earlier, ah, I already paid for the product, xlhome, don't panic, bro",Netral
5785,hi akaa can you help xlhome thanks bro,Positif
5786,hi irvan is there help xlhome thanks adi,Positif
5787,hi roman ada bantu xlhome thanks adi,Positif
5788,"original, xlhome keep alive, it's really bad, it's only a minute, it's just a broken pipe swampwis",Negatif
5789,"oh yeah, it's the wrong server, bro, thank you, min, I bought xlhome wifi at home",Negatif
5790,does the tangsel one use xlhome,Netral
5791,good night xlhome it's hard to connect battlenet blizzard website huh,Positif
5792,"xlhome, why is the loss indicator blinking red, isn't there internet?",Netral
5793,in a garden that keeps going on and on and on you are always living the xl life kharadi offers you spacious homes to help build on those big dreams at your xlhome in ganga platino for more information visit realestate puneproperties pune,Positif
5794,hi rahmaninof xlhome internet service xlhome entertainment service where to subscribe xlhome device set top box android tv box connect to television,Positif
5795,"hi rizki, hooks to serve xlhome fiber via dm, thanks dian",Positif
5796,"Min, my home xl modem, why can't I connect to the internet, I use an xl card, subscribe to the max package, I get a g signal, I need an xlhome card",Netral
5797,"hello the limestone area is not covered by the xlhome net, check the details, see the contact us link via wa",Netral
5798,"hi astri, is there help xlhome thanks adi",Positif
5799,hi raril anyone help xlhome thanks adi,Positif
5800,gile xlhome drunk sent a bill for the month of tara to pay,Negatif
5801,"pay xl home, why has it swelled to a million, please the good system, see the invoice, the bill is full, people are rich, sir, please correct the number",Positif
5802,hello xlhome about pay me please check dm,Netral
5803,hi fazrian ada bantu xlhome thanks adi,Positif
5804,"please check, why do you bill me regularly, pay receipts, pay strange, xlhome",Negatif
5805,"hi rina, sorry for the inconvenience, please collect the confirmation of the xlhome billing team, check the details, thanks adi",Negatif
5806,"Sorry for the inconvenience, regarding the information about the service complaint, xlhome fiber via dm, thanks fitri",Negatif
5807,hi sisoneto hook layan xlhome fiber thanks fitri,Positif
5808,is there a use for xlhome who feels that the internet ping lot has dropped over ms xl xlunlimited self isp,Netral
5809,coba xlhome netflix,Netral
5810,"hi haryanto help check the address covered by the xlhome fiber net, the area of ​​the net, the details of the pen process",Netral
5811,"xl home is messed up, hands have trouble cooking, reported from March now, the date of the nose bridge bomb that appeared, at least call to confirm hadew xlhome sucks",Negatif
5812,xlhome entered the Senen jakpus area,Netral
5813,hi faizal thank you for helping xlhome thanks bro,Positif
5814,hi amatom anyone help xlhome thanks adi,Positif
5815,hi alvionita ada bantu xlhome thanks adi,Positif
5816,hi robert hook layan xlhome fiber thanks fitri,Positif
5817,min xlhome fiber kota malang,Netral
5818,xlhome I haven't hiksss,Netral
5819,hi umar kait layan xlhome fiber thanks fitri,Positif
5820,"hello, xlhome error, it's gone, it's already red, it's red already.",Netral
5821,"hi em, sorry for the inconvenience, the xlhome fiber service hook via dm, thanks dian",Negatif
5822,"hi kiki the bandung area is covered by xlhome fiber, area information is covered check",Netral
5823,complete address information via dm base name of the house complex road block rt rw house number help check the area covered by xlhome net thanks dian,Negatif
5824,how do you install xlhome at the boarding house,Netral
5825,"xlhome fiber optic net house, I hope it will be finished soon",Netral
5826,The Huhu MNC Play XL Home is bad from IndiHome Services,Negatif
5827,"pls change xlhome if you end the service, you will be fined pls try the service, no matter what God, just change the internet service, it's complicated",Negatif
5828,xlhome signs,Netral
5829,"hi hikmad, xlhome fiber service hook, thanks fitri",Positif
5830,how many months do you use xlhome sis,Positif
5831,hi mina kait layan xlhome fiber thanks fitri,Positif
5832,hi irwan there is help xlhome thanks adi,Positif
5833,xl home is free netflix when is hooq catchplay iflix doesn't use the movie it's not good netflix,Positif
5834,"hi hikmad, hooks to serve xlhome fiber via dm, thanks dian",Positif
5835,hi muhamad can you help xlhome thanks bro,Positif
5836,xlhome sometimes I like to be good at streaming yucubeh los,Positif
5837,hi students there is help xlhome thanks adi,Positif
5838,"hi there is a xlhome fiber net, the net area is, the information on the area is covered, please check",Netral
5839,"hi fredd, check the area covered by the xlhome fiber net, information on the covered area, please check",Netral
5840,"hi haerul xlhome, the stage of the net area, detailed information, information on the covered area, please check",Positif
5841,hi ditta is there help xlhome thanks adi,Positif
5842,"hello admin please check dm xlhome slow afternoon download speed below mbps please respond to dm, thanks",Negatif
5843,messed up xlhome is really smart,Positif
5844,"Hi, can you help me with xlhome, thanks bro",Positif
5845,"hi andra, can you help me with xlhome, thanks bro",Positif
5846,subscribe to xlhome register web,Netral
5847,Let's subscribe to xlhome thanks Dian,Positif
5848,"Just use the expected speed that was promised to get it, it's good, sir, haven't moved my place yet",Positif
5849,"hi dhika, check the area covered by the xlhome fiber net, information on the covered area, please check",Netral
5850,"hi raden, sorry to help check your address, it's covered by the xlhome fiber net, your area information is covered, please check",Negatif
