content,id,trans_eng,tweet_clean,tweet_english,klasifikasi
2. Saya bergantung penuh sama xlhome karena apa ? Tidak ada satupun provider internet yang masuk ke dalam arena rumah saya. Mungkin kalian akan gampang bilang ‘ siapa suruh rumah di ujung dunia a b c d dan e ‘. Hei ! Kalo bukan karena kerjaan gak akan pke iklan busuk kalian,1212746824752066562,2. I depends fully with Xlhome because of what? There is no one internet provider that enters the arena of my house. Maybe you will easily say ‘Who told the house at the end of the world A B C D and E‘. Hey! If not because work won't work on your rotten ad,. I depends fully with Xlhome because of what? There is no one internet provider that enters the arena of my house. Maybe you will easily say Who told the house at the end of the world A B C D and E. Hey! If not because work won't work on your rotten ad,. i depends fully with xlhome because of what? there is no one internet provider that enters the arena of my house. maybe you will easily say who told the house at the end of the world a b c d and e. hey! if not because work won't work on your rotten ad,Positif
"@prislianata Hi Natasa, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya kak. #Thanks ^Fitri",1212741536351322112,"@prislianata Hi Natasa, related to information or complaints of the Xlhome Fiber service can be conveyed via DM, sis. #Thanks ^Fitri","Hi Natasa, related to information or complaints of the Xlhome Fiber service can be conveyed via DM, sis. ^Fitri","hi natasa, related to information or complaints of the xlhome fiber service can be conveyed via dm, sis. ^fitri",Netral
"@nrhakim Hi kak, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Fitri",1212693201737240578,"@nrhakim hi sis, related to xlhome fiber service can be conveyed via DM huh :) #thanks ^Fitri","hi sis, related to xlhome fiber service can be conveyed via DM huh ^Fitri","hi sis, related to xlhome fiber service can be conveyed via dm huh ^fitri",Netral
@Rosyading @TelkomCare Daerah sini nih ada jua kah tp signal xlhome,1212687796101509120,@Rosyading @telkomcare this area is also there but the xlhome signal,this area is also there but the xlhome signal,this area is also there but the xlhome sign,Netral
Apakah aku harus mengganti indihome menjadi xlhome? Agar supaya bisa access Netflix? 🙂,1212674430100369408,Do I have to change Indihome to Xlhome? In order to access Netflix? 🙂,Do I have to change Indihome to Xlhome? In order to access Netflix?,do i have to change indihome to xlhome? in order to access netflix?,Netral
"@aji_sudarmawan  Hi kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1212646827989729280,"@aji_sudarmawan hi sis, can we help you about xlhome? #Thanks ^adi :)","hi sis, can we help you about xlhome? ^adi","hi sis, can we help you about xlhome? ^adi",Netral
@xlhomeid hari kedua di thn 2020 xlhome jelek aja ga ada perubahan. Signal LOSS.. #parah https://t.co/4f8oEuK9sm,1212547080654393348,"@xlhomeid the second day in 2020 xlhome is bad, there is no change. Signal loss .. #parah https://t.co/4f8oeuk9sm","the second day in xlhome is bad, there is no change. Signal loss ..","the second day in xlhome is bad, there is no change. signal loss ..",Negatif
"@CakMujiono  Hi kak Selamat pagi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1212545613801259008,"@Cakmujiono hi sis good morning, can we help you about xlhome? #Thanks ^adi :)","hi sis good morning, can we help you about xlhome? ^adi","hi sis good morning, can we help you about xlhome? ^adi",Positif
@mariaindryn pakeee xlhome doong lebih murah,1212495541709357057,@mariaindryn Pakeee xlhome doong is cheaper,Pakeee xlhome doong is cheaper,pakeee xlhome doong is cheap,Positif
Jaringan cepet my ass. Dari 2 hari yang lalu mau xlhome ataupun jaringan hape juga sama aja. Jaringan hape malah lebih parah,1212322102025445376,Fast network my ass. From 2 days ago I wanted Xlhome or the cellphone network was the same. The cellphone network is even worse,Fast network my ass. From days ago I wanted Xlhome or the cellphone network was the same. The cellphone network is even worse,fast network my ass. from days ago i wanted xlhome or the cellphone network was the same. the cellphone network is even wors,Positif
"@wellnuel  Hi kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1212210467839438853,"@wellnuel hi sis, is there anything we can help with xlhome? #Thanks ^adi :)","hi sis, is there anything we can help with xlhome? ^adi","hi sis, is there anything we can help with xlhome? ^adi",Netral
"@elzaawanda  Hi Kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1212195389211738113,"@elzaawanda hi sis, is there anything we can help with xlhome? #Thanks ^adi :)","hi sis, is there anything we can help with xlhome? ^adi","hi sis, is there anything we can help with xlhome? ^adi",Netral
"@703jonatan  Hi JoE, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1212161833643036672,"@703Jonatan Hi Joe, can we help you about Xlhome? #Thanks ^adi :)","Hi Joe, can we help you about Xlhome? ^adi","hi joe, can we help you about xlhome? ^adi",Netral
"@Ludivin98780724 Hi Ludivine, terkait informasi layanan XLHome Fibernya bisa disampaikan via DM ya. #Thanks ^Fitri",1212009011131772928,"@Ludivin98780724 Hi Ludivine, related to information on XLHOME Fiber services, it can be conveyed via DM. #Thanks ^Fitri","Hi Ludivine, related to information on XLHOME Fiber services, it can be conveyed via DM. ^Fitri","hi ludivine, related to information on xlhome fiber services, it can be conveyed via dm. ^fitri",Netral
"@ohpittt Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via pesan ya. #Thanks ^April",1212003398142197765,"@ohpittt hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via message. #Thanks ^April","hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via message. ^April","hi sis, related to information or complaints of the xlhome fiber service can be conveyed via message. ^april",Netral
"@Twntysvn3 Hi kak, terkait informasi layanan XLHome Fibernya bisa disampaikan via DM ya. #Thanks ^Fitri",1211973383572705281,"@Twntysvn3 hi sis, related to the XLHOME fiber service information can be conveyed via DM. #Thanks ^Fitri","hi sis, related to the XLHOME fiber service information can be conveyed via DM. ^Fitri","hi sis, related to the xlhome fiber service information can be conveyed via dm. ^fitri",Netral
"@agusrah21055134 Hi agus, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Vevi",1211801443646074881,"@agusrah21055134 hi agus, related to xlhome fiber services can be delivered via dm yes :) #thanks ^Vevi","hi agus, related to xlhome fiber services can be delivered via dm yes ^Vevi","hi agus, related to xlhome fiber services can be delivered via dm yes ^vevi",Netral
"@HanifAhmad_ Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via pesan ya. Thanks ^April",1211635862112329731,"@Hanifahmad_ hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via message. Thanks ^April","hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via message. Thanks ^April","hi sis, related to information or complaints of the xlhome fiber service can be conveyed via message. thanks ^april",Positif
"@joddynugraha Hi Joddy, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Vevi",1211625817232396289,"@joddynugraha hi joddy, related to xlhome fiber services can be conveyed via DM huh :) #thanks ^Vevi","hi joddy, related to xlhome fiber services can be conveyed via DM huh ^Vevi","hi joddy, related to xlhome fiber services can be conveyed via dm huh ^vevi",Netral
@saidrifai11 Hi Kak. Pertanyaan seputar layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Vevi,1211580892067401728,@Saidrifai11 Hi sis. Questions about Xlhome Fiber services can be delivered via DM :) #thanks ^Vevi,Hi sis. Questions about Xlhome Fiber services can be delivered via DM ^Vevi,hi sis. questions about xlhome fiber services can be delivered via dm ^vevi,Netral
"@myXLCare Hampir 5x24, xlhome mati. Semlm, jam 21:15,  email xlHomeCS@xl.co.id bilang akan ada teknisi yg visit, pagi jam 7:15 hr ini bilang jg teknisi akan hub. Eh jam 10, klaim sdh ada teknisi yg dtg kemaren(??). Makin ga lucu sih. @myXL @myXLCare @myXL_Jabo @myXL_Sumatera @MyXL_Jabar",1211523941551894529,"@myxlcare almost 5x24, xlhome dies. Semlm, at 21:15, email xlhomecs@xl.co.id said there would be a visit technician, in the morning at 7:15 HR said that the technician will be hub. Eh 10 o'clock, claim there is a technician who was yesterday (??). It's not funny. @myxl @myxlcare @myxl_jabo @myxl_sumatera @myxl_jabar","almost x24, xlhome dies. Semlm, at :15, email xlhomecs.co.id said there would be a visit technician, in the morning at :15 HR said that the technician will be hub. Eh o'clock, claim there is a technician who was yesterday (??). It's not funny.","almost x24, xlhome dies. semlm, at :15, email xlhomecs.co.id said there would be a visit technician, in the morning at :15 hr said that the technician will be hub. eh o'clock, claim there is a technician who was yesterday (??). it's not funny.",Negatif
"@Ridwan49106637  Hi Ridwan, adakah yang bisa kami bantu mengenai XLHome? Thanks ^AdI :)",1211456058327089152,"@Ridwan49106637 Hi Ridwan, can we help you about Xlhome? Thanks ^Adi :)","Hi Ridwan, can we help you about Xlhome? Thanks ^Adi","hi ridwan, can we help you about xlhome? thanks ^adi",Positif
"Well @myXLCare, sudah 4 hari (100 jam), xlhome sy gangguan. Laporan via email, twitter dan telp langsung cuma dikasih minta maaf dan tunggu, no action sama sekali.
@MyXL_Jabar @myXL @myXL_Jabo",1211273588612853763,"Well @myxlcare, it's been 4 days (100 hours), xlhome sy disorders. Reports via email, Twitter and Tel are immediately given apologize and wait, no action at all.
@Myxl_jabar @myxl @myxl_jabo","Well , it's been days (100 hours), xlhome sy disorders. Reports via email, Twitter and Tel are immediately given apologize and wait, no action at all.","well , it's been days (100 hours), xlhome sy disorders. reports via email, twitter and tel are immediately given apologize and wait, no action at all.",Negatif
"@Jisoo19_ Hi kak, terkait informasi layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1211177464589766656,"@Jisoo19_ hi sis, related to the XLHOME fiber service information can be conveyed via DM. Thanks ^Fitri","hi sis, related to the XLHOME fiber service information can be conveyed via DM. Thanks ^Fitri","hi sis, related to the xlhome fiber service information can be conveyed via dm. thanks ^fitri",Positif
"@achmadmrifki  Hi Rifki , adakah yang bisa kami bantu mengenai XLHome? Thanks ^AdI :)",1211079461732438016,"@achmadmrifki hi rifki, can we help you about xlhome? Thanks ^Adi :)","hi rifki, can we help you about xlhome? Thanks ^Adi","hi rifki, can we help you about xlhome? thanks ^adi",Positif
"@Offan_Naffo  Hi Offan, adakah yang bisa kami bantu mengenai XLHome? Thanks ^AdI :)",1211075533389234176,"@Offan_naffo hi offan, can we help you about xlhome? Thanks ^Adi :)","hi offan, can we help you about xlhome? Thanks ^Adi","hi offan, can we help you about xlhome? thanks ^adi",Positif
"@AlimZain4  Hi AlimZain, adakah yang bisa kami bantu mengenai XLHome? Thanks ^AdI :)",1211075427017478147,"@Alimzain4 hi alimzain, can we help you about xlhome? Thanks ^Adi :)","hi alimzain, can we help you about xlhome? Thanks ^Adi","hi alimzain, can we help you about xlhome? thanks ^adi",Positif
"@ansahhh Hi Apriansah, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1210938299222642688,"@ansahhh Hi Apriansah, related to information or complaints of XLHOME fiber services, it can be conveyed via DM. Thanks ^Fitri","Hi Apriansah, related to information or complaints of XLHOME fiber services, it can be conveyed via DM. Thanks ^Fitri","hi apriansah, related to information or complaints of xlhome fiber services, it can be conveyed via dm. thanks ^fitri",Positif
"@nitakhecill Hi Nita, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1210809202051928064,"@Nitakhecill Hi Nita, related to information or complaints of XLHOME fiber services, it can be conveyed via DM. Thanks ^Fitri","Hi Nita, related to information or complaints of XLHOME fiber services, it can be conveyed via DM. Thanks ^Fitri","hi nita, related to information or complaints of xlhome fiber services, it can be conveyed via dm. thanks ^fitri",Positif
"@xlhomeid halo, kenapa tombol netflix di remote xlhome malah masuk iflix? Saya sampe donlot app nya juga dari box nya, pas diklik keterangannya gak kompatibel. Kenapa? Saya tanya marketing &amp; teknisi sama2 ga bisa jawab",1210808775424131072,"@xlhomeid hello, why is the Netflix button on Remote Xlhome instead entered iflix? I came to the app from the box, when I clicked the statement was not compatible. Why? I asked Marketing & amp; technicians both can't answer","hello, why is the Netflix button on Remote Xlhome instead entered iflix? I came to the app from the box, when I clicked the statement was not compatible. Why? I asked Marketing & amp; technicians both can't answer","hello, why is the netflix button on remote xlhome instead entered iflix? i came to the app from the box, when i clicked the statement was not compatible. why? i asked marketing & amp; technicians both can't answ",Negatif
"@Munthu_Mania  Hi Kak, adakah yang bisa kami bantu mengenai XLHome? Thanks ^AdI :)",1210716968724025346,"@Munthu_mania hi sis, can we help you about xlhome? Thanks ^Adi :)","hi sis, can we help you about xlhome? Thanks ^Adi","hi sis, can we help you about xlhome? thanks ^adi",Positif
"@myXLCare waduu, xlhome gangguan terus nih, gimana yee",1210625681547091968,"@myxlcare waduu, xlhome continues, how about yee","waduu, xlhome continues, how about yee","waduu, xlhome continues, how about ye",Netral
"@arkajedidian Hi Kak, untuk pertanyaan atau keluhan terkait dengan layanan XLHome bisa disampaikan via DM ya.  #Thanks ^Raffi :)",1210553280138334211,"@arkajedidian hi sis, for questions or complaints related to xlhome services can be delivered via DM yes. #Thanks ^Raffi :)","hi sis, for questions or complaints related to xlhome services can be delivered via DM yes. ^Raffi","hi sis, for questions or complaints related to xlhome services can be delivered via dm yes. ^raffi",Netral
"@ichbinrurin  Hi, ada yang bisa kami bantu mengenai XLHome? Thanks ^AdI :)",1210483425414533120,"@ichbinrurin hi, can we help you with xlhome? Thanks ^Adi :)","hi, can we help you with xlhome? Thanks ^Adi","hi, can we help you with xlhome? thanks ^adi",Positif
"#Xlhome promosi gak kenal waktu pass di oke in, malah bilang belum sampai jaringan... kampreet",1210456723669975040,"#Xlhome promotions don't know when passing in okay, even saying it hasn't reached the network ... Kampreet","promotions don't know when passing in okay, even saying it hasn't reached the network ... Kampreet","promotions don't know when passing in okay, even saying it hasn't reached the network ... kampreet",Positif
@xlhomeid Pelayanan parah. Mw berhenti dri 2 bulan lalu gak kelar2 sampe skrng. Dirugikan karena kita harus bayar karena xlhome lamban.,1210436548203696128,@xlhomeid severe service. MW stopped from 2 months ago not finished until now. Harmed because we have to pay because Xlhome is slow.,severe service. MW stopped from months ago not finished until now. Harmed because we have to pay because Xlhome is slow.,severe service. mw stopped from months ago not finished until now. harmed because we have to pay because xlhome is slow.,Negatif
"@arkhaneza1 Hi Kak, Jika ada pertanyaan seputar layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Vevi",1210377994407071744,"@arkhaneza1 hi sis, if there are questions about xlhome fiber services can be delivered via dm yes :) #thanks ^Vevi","hi sis, if there are questions about xlhome fiber services can be delivered via dm yes ^Vevi","hi sis, if there are questions about xlhome fiber services can be delivered via dm yes ^vevi",Netral
@Raihan03475339 Hi Kak. Pertanyaan terkait layanan XLHome bisa disampaikan via DM ya :) #Thanks ^Vevi,1210351257564565504,@Raihan03475339 hi sis. Questions related to XLHOME services can be delivered via DM :) #thanks ^Vevi,hi sis. Questions related to XLHOME services can be delivered via DM ^Vevi,hi sis. questions related to xlhome services can be delivered via dm ^vevi,Netral
"@qoy_qoy Hi Abdul, untuk pertanyaan atau keluhan terkait dengan layanan XLHome bisa disampaikan via DM ya.  #Thanks ^Raffi :)",1210068070057660416,"@qoy_qoy Hi Abdul, for questions or complaints related to XLHOME services can be delivered via DM. #Thanks ^Raffi :)","Hi Abdul, for questions or complaints related to XLHOME services can be delivered via DM. ^Raffi","hi abdul, for questions or complaints related to xlhome services can be delivered via dm. ^raffi",Netral
"@xlhomeid Jawabannya cuma ""kami bantu buatkan laporannya"" tapi tetep ga ada kejelasan soal pemasangannya. Dari agustus nunggu, udah ganti sales 2x hasil sama aja. Padahal tiang xlhome depan rumah persis",1210050767073075200,"@xlhomeid the answer is only ""we help make the report"" but still there is no clarity about the installation. From August waiting, I have changed the sales 2x the same results. Even though the xlhome pole in front of the exact house","the answer is only ""we help make the report"" but still there is no clarity about the installation. From August waiting, I have changed the sales x the same results. Even though the xlhome pole in front of the exact house","the answer is only ""we help make the report"" but still there is no clarity about the installation. from august waiting, i have changed the sales x the same results. even though the xlhome pole in front of the exact hous",Positif
"@Jsjujumeiju Hi Juju, untuk pertanyaan atau keluhan terkait dengan layanan XLHome bisa disampaikan via DM ya.  #Thanks ^Raffi :)",1210044512220745728,"@Jsjujumeiju hi juju, for questions or complaints related to xlhome services can be conveyed via DM yes. #Thanks ^Raffi :)","hi juju, for questions or complaints related to xlhome services can be conveyed via DM yes. ^Raffi","hi juju, for questions or complaints related to xlhome services can be conveyed via dm yes. ^raffi",Netral
@riskikiyan Hi kak. Terkait layanan XLHome bisa disampaikan via DM ya :) #Thanks ^Vevi,1209997380898021376,"@riskikiyan hi sis. Regarding Xlhome services, it can be delivered via DM :) #thanks ^Vevi","hi sis. Regarding Xlhome services, it can be delivered via DM ^Vevi","hi sis. regarding xlhome services, it can be delivered via dm ^vevi",Netral
"@Shindu Hi kak, terkait informasi layanan XLHome Fibernya bisa disampaikan via pesan ya. Thanks ^Fitri",1209814321972174848,"@Shindu hi sis, related to the XLHOME fiber service information can be conveyed via message. Thanks ^Fitri","hi sis, related to the XLHOME fiber service information can be conveyed via message. Thanks ^Fitri","hi sis, related to the xlhome fiber service information can be conveyed via message. thanks ^fitri",Positif
"@myXLCare min.. xlhome saya dari jam 6 ga bisa2, telp ke CS sibuk mulu.. gimana nih",1209812394412670976,"@myxlcare min .. xlhome I from 6 can't, tel to cs busy first .. how do I do it","min .. xlhome I from can't, tel to cs busy first .. how do I do it","min .. xlhome i from can't, tel to cs busy first .. how do i do it",Positif
"@GiffariDiaz_ Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209811136784162818,"@Giffaridiaz_ hi sis, related to information or complaints of xlhome fiber services can be conveyed via DM yes. Thanks ^Fitri","hi sis, related to information or complaints of xlhome fiber services can be conveyed via DM yes. Thanks ^Fitri","hi sis, related to information or complaints of xlhome fiber services can be conveyed via dm yes. thanks ^fitri",Positif
"@InesiaYunita Hi kak, terkait informasi layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209810650555248640,"@Inesiayunita hi sis, related to the XLHOME fiber service information can be conveyed via DM. Thanks ^Fitri","hi sis, related to the XLHOME fiber service information can be conveyed via DM. Thanks ^Fitri","hi sis, related to the xlhome fiber service information can be conveyed via dm. thanks ^fitri",Positif
"@farafany Hi fara, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209810274523287553,"@Farafany Hi Fara, related to information or complaints of the XLHOME fiber service can be conveyed via DM. Thanks ^Fitri","Hi Fara, related to information or complaints of the XLHOME fiber service can be conveyed via DM. Thanks ^Fitri","hi fara, related to information or complaints of the xlhome fiber service can be conveyed via dm. thanks ^fitri",Positif
"@nurlsyiifa Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209810118495260672,"@nurlsyiifa hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the xlhome fiber service can be conveyed via dm. thanks ^fitri",Positif
"@zakiyah_h Hi zakiyah, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209808352982601728,"@zakiyah_h Hi Zakiyah, related to information or complaints of the XLHOME fiber service can be conveyed via DM. Thanks ^Fitri","Hi Zakiyah, related to information or complaints of the XLHOME fiber service can be conveyed via DM. Thanks ^Fitri","hi zakiyah, related to information or complaints of the xlhome fiber service can be conveyed via dm. thanks ^fitri",Positif
"@sunflowheur Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209807053138477057,"@sunflowheur hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the xlhome fiber service can be conveyed via dm. thanks ^fitri",Positif
"@_pnajic Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209804923719704577,"@_pnajic hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the xlhome fiber service can be conveyed via dm. thanks ^fitri",Positif
"@aleeprown Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209803510327304192,"@aleeprown hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the xlhome fiber service can be conveyed via dm. thanks ^fitri",Positif
"@x_xmhrn Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209802382755807232,"@x_xmhrn hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of the xlhome fiber service can be conveyed via dm. thanks ^fitri",Positif
"@dewifitrisulami Hi Dewi, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209801129761968130,"@dewifitrisulami Hi Dewi, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","Hi Dewi, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi dewi, related to information or complaints of the xlhome fiber service can be conveyed via dm. thanks ^fitri",Positif
"@WahyuWay_22 Hi Wahyu, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209800979140374529,"@Wahyuway_22 Hi Wahyu, related to information or complaints of XLHOME fiber services, it can be conveyed via DM. Thanks ^Fitri","Hi Wahyu, related to information or complaints of XLHOME fiber services, it can be conveyed via DM. Thanks ^Fitri","hi wahyu, related to information or complaints of xlhome fiber services, it can be conveyed via dm. thanks ^fitri",Positif
"@herlinarizkiad1 Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209799543430111232,"@Herlinarizkiad1 Hi Sis, related to information or complaints of XLHOME fiber services, it can be conveyed via DM. Thanks ^Fitri","Hi Sis, related to information or complaints of XLHOME fiber services, it can be conveyed via DM. Thanks ^Fitri","hi sis, related to information or complaints of xlhome fiber services, it can be conveyed via dm. thanks ^fitri",Positif
"Halo @myxlcare, ini internet xlhome mati sudah hampir 1 jam, wilayah depok, mohon bantuannya.",1209793291467681793,"Hello @myxlcare, this xlhome internet is dead for almost 1 hour, Depok area, please help.","Hello , this xlhome internet is dead for almost hour, Depok area, please help.","hello , this xlhome internet is dead for almost hour, depok area, please help.",Negatif
"@radistwit Hi kak, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via pesan ya. Thanks ^Fitri",1209792717930106880,"@radistwit hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via message. Thanks ^Fitri","hi sis, related to information or complaints of the Xlhome Fiber service can be conveyed via message. Thanks ^Fitri","hi sis, related to information or complaints of the xlhome fiber service can be conveyed via message. thanks ^fitri",Positif
"@JavaDjie Hi kak, terkait informasi layanan XLHome Fibernya bisa disampaikan via pesan ya. Thanks ^Fitri",1209784126749822977,"@Javadjie hi sis, related to the Xlhome fiber service information can be conveyed via message. Thanks ^Fitri","hi sis, related to the Xlhome fiber service information can be conveyed via message. Thanks ^Fitri","hi sis, related to the xlhome fiber service information can be conveyed via message. thanks ^fitri",Positif
"@Ilhamgalihs Hi Ilham, terkait informasi atau keluhan layanan XLHome Fibernya bisa disampaikan via DM ya. Thanks ^Fitri",1209783961175478273,"@Ilhamgalihs Hi Ilham, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","Hi Ilham, related to information or complaints of the Xlhome Fiber service can be conveyed via DM. Thanks ^Fitri","hi ilham, related to information or complaints of the xlhome fiber service can be conveyed via dm. thanks ^fitri",Positif
"@Muhamma17246993 Hi Muhammad, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks ^Fitri",1209777988075524101,"@Muhammma17246993 Hi Muhammad, related to Xlhome Fiber services can be conveyed via DM yes :) Thanks ^Fitri","Hi Muhammad, related to Xlhome Fiber services can be conveyed via DM yes Thanks ^Fitri","hi muhammad, related to xlhome fiber services can be conveyed via dm yes thanks ^fitri",Positif
Indihomo -&gt; XLHome 😍 https://t.co/hK6ViBpf3B,1209763502031663104,Indihomo -& GT; Xlhome 😍 https://t.co/hk6vibpf3b,Indihomo -& GT; Xlhome,indihomo -& gt; xlhom,Netral
"@arkajedidian Hi Kak, untuk pertanyaan atau keluhan terkait dengan layanan XLHome bisa disampaikan via pesan ya.  #Thanks ^Raffi :)",1209707814177820672,"@arkajedidian hi sis, for questions or complaints related to xlhome services can be delivered via message. #Thanks ^Raffi :)","hi sis, for questions or complaints related to xlhome services can be delivered via message. ^Raffi","hi sis, for questions or complaints related to xlhome services can be delivered via message. ^raffi",Netral
"@RiefqyIlham_ Hi Kak, untuk pertanyaan atau keluhan terkait dengan layanan XLHome bisa disampaikan via pesan ya.  #Thanks ^Raffi :)",1209704032253558784,"@Riefqyilham_ hi sis, for questions or complaints related to xlhome services can be delivered via message. #Thanks ^Raffi :)","hi sis, for questions or complaints related to xlhome services can be delivered via message. ^Raffi","hi sis, for questions or complaints related to xlhome services can be delivered via message. ^raffi",Netral
@balki_cuyy  Hi Kak. Terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks ^Vevi,1209403636389797888,"@Balki_cuyy hi sis. Regarding XLHOME FIBER services, it can be conveyed via DM :) Thanks ^Vevi","hi sis. Regarding XLHOME FIBER services, it can be conveyed via DM Thanks ^Vevi","hi sis. regarding xlhome fiber services, it can be conveyed via dm thanks ^vevi",Positif
@arhiekun  Hi Kak. Terkait layanan XLHome bisa disampaikan via DM ya :) Thanks ^Vevi,1209393328858390528,"@arhiekun hi sis. Regarding XLHOME services, it can be delivered via DM :) Thanks ^Vevi","hi sis. Regarding XLHOME services, it can be delivered via DM Thanks ^Vevi","hi sis. regarding xlhome services, it can be delivered via dm thanks ^vevi",Positif
"@KingDav51581633 Hi David, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks ^Vevi",1209383660819906561,"@Kingdav51581633 Hi David, related to XLHOME FIBER service can be delivered via DM :) Thanks ^Vevi","Hi David, related to XLHOME FIBER service can be delivered via DM Thanks ^Vevi","hi david, related to xlhome fiber service can be delivered via dm thanks ^vevi",Positif
@reeezaaa__ Hi Kak. Pertanyaan atau informasi terkait dengan layanan XLHome bisa disampaikan via DM ya :) Thanks ^Vevi,1209378228118228993,@reeezaaa__ hi sis. Questions or information related to xlhome services can be delivered via DM yes :) Thanks ^Vevi,hi sis. Questions or information related to xlhome services can be delivered via DM yes Thanks ^Vevi,hi sis. questions or information related to xlhome services can be delivered via dm yes thanks ^vevi,Positif
"udah ada xlhome, tapi ternyata masih murahan indihome ku. skip skip",1209374990140764160,"There is already xlhome, but it turns out it's still my cheap indihome. skip skip","There is already xlhome, but it turns out it's still my cheap indihome. skip skip","there is already xlhome, but it turns out it's still my cheap indihome. skip skip",Positif
"@Alham34688870 Hi Alham, jika ada pertanyaan seputar XLHome bisa DM ya. Thanks ^AdI :)",1209334613421649922,"@Alham34688870 hi alham, if there are questions about xlhome you can dm. Thanks ^Adi :)","hi alham, if there are questions about xlhome you can dm. Thanks ^Adi","hi alham, if there are questions about xlhome you can dm. thanks ^adi",Positif
